"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","229103","Verify user can open buy property details and contact owner","tests","2026-05-21","passed","2026-05-21","","test_buy_module","",""
